Country,Date,Mobility_Type,Percent_Change,Change
United Kingdom,2020-11-27,Parks,-2,3.857142857142857
United Kingdom,2020-11-28,Parks,-11,3.4285714285714284
United Kingdom,2020-11-29,Parks,5,0.5714285714285714
United Kingdom,2020-11-30,Parks,-9,-1.2857142857142858
United Kingdom,2020-12-01,Parks,7,-0.7142857142857143
United Kingdom,2020-12-02,Parks,-7,-1
United Kingdom,2020-12-03,Parks,-20,-5.285714285714286
United Kingdom,2020-12-04,Parks,-18,-7.571428571428571
Sweden,2020-02-15,Parks,3,-5.571428571428571
Sweden,2020-02-16,Parks,-30,-10.571428571428571
Sweden,2020-02-17,Parks,-3,-9.714285714285714
Sweden,2020-02-18,Parks,13,-8.857142857142858
Sweden,2020-02-19,Parks,26,-4.142857142857143
Sweden,2020-02-20,Parks,-1,-1.4285714285714286
Sweden,2020-02-21,Parks,22,4.285714285714286
Sweden,2020-02-22,Parks,-10,2.4285714285714284
Sweden,2020-02-23,Parks,23,10
Sweden,2020-02-24,Parks,24,13.857142857142858
Sweden,2020-02-25,Parks,8,13.142857142857142
Sweden,2020-02-26,Parks,4,10
Sweden,2020-02-27,Parks,10,11.571428571428571
Sweden,2020-02-28,Parks,16,10.714285714285714
Sweden,2020-02-29,Parks,8,13.285714285714286
Sweden,2020-03-01,Parks,-7,9
Sweden,2020-03-02,Parks,10,7
Sweden,2020-03-03,Parks,5,6.571428571428571
Sweden,2020-03-04,Parks,-2,5.714285714285714
Sweden,2020-03-05,Parks,8,5.428571428571429
Sweden,2020-03-06,Parks,24,6.571428571428571
Sweden,2020-03-07,Parks,36,10.571428571428571
Sweden,2020-03-08,Parks,0,11.571428571428571
Sweden,2020-03-09,Parks,8,11.285714285714286
Sweden,2020-03-10,Parks,3,11
Sweden,2020-03-11,Parks,10,12.714285714285714
Sweden,2020-03-12,Parks,-17,9.142857142857142
Sweden,2020-03-13,Parks,-4,5.142857142857143
Sweden,2020-03-14,Parks,59,8.428571428571429
Sweden,2020-03-15,Parks,-15,6.285714285714286
Sweden,2020-03-16,Parks,11,6.714285714285714
Sweden,2020-03-17,Parks,2,6.571428571428571
Sweden,2020-03-18,Parks,1,5.285714285714286
Sweden,2020-03-19,Parks,40,13.428571428571429
Sweden,2020-03-20,Parks,11,15.571428571428571
Sweden,2020-03-21,Parks,66,16.571428571428573
Sweden,2020-03-22,Parks,57,26.857142857142858
Sweden,2020-03-23,Parks,8,26.428571428571427
Sweden,2020-03-24,Parks,22,29.285714285714285
Sweden,2020-03-25,Parks,25,32.714285714285715
Sweden,2020-03-26,Parks,48,33.857142857142854
Sweden,2020-03-27,Parks,43,38.42857142857143
Sweden,2020-03-28,Parks,52,36.42857142857143
Sweden,2020-03-29,Parks,43,34.42857142857143
Sweden,2020-03-30,Parks,8,34.42857142857143
Sweden,2020-03-31,Parks,27,35.142857142857146
Sweden,2020-04-01,Parks,27,35.42857142857143
Sweden,2020-04-02,Parks,-6,27.714285714285715
Sweden,2020-04-03,Parks,6,22.428571428571427
Sweden,2020-04-04,Parks,57,23.142857142857142
Sweden,2020-04-05,Parks,69,26.857142857142858
Sweden,2020-04-06,Parks,92,38.857142857142854
Sweden,2020-04-07,Parks,65,44.285714285714285
Sweden,2020-04-08,Parks,77,51.42857142857143
Sweden,2020-04-09,Parks,81,63.857142857142854
Sweden,2020-04-10,Parks,129,81.42857142857143
Sweden,2020-04-11,Parks,84,85.28571428571429
Sweden,2020-04-12,Parks,54,83.14285714285714
Sweden,2020-04-13,Parks,43,76.14285714285714
Sweden,2020-04-14,Parks,32,71.42857142857143
Sweden,2020-04-15,Parks,63,69.42857142857143
Sweden,2020-04-16,Parks,50,65
Sweden,2020-04-17,Parks,56,54.57142857142857
Sweden,2020-04-18,Parks,83,54.42857142857143
Sweden,2020-04-19,Parks,104,61.57142857142857
Sweden,2020-04-20,Parks,78,66.57142857142857
Sweden,2020-04-21,Parks,129,80.42857142857143
Sweden,2020-04-22,Parks,124,89.14285714285714
Sweden,2020-04-23,Parks,105,97
Sweden,2020-04-24,Parks,50,96.14285714285714
Sweden,2020-04-25,Parks,73,94.71428571428571
Sweden,2020-04-26,Parks,82,91.57142857142857
Sweden,2020-04-27,Parks,17,82.85714285714286
Sweden,2020-04-28,Parks,23,67.71428571428571
Sweden,2020-04-29,Parks,35,55
Sweden,2020-04-30,Parks,44,46.285714285714285
Sweden,2020-05-01,Parks,35,44.142857142857146
Sweden,2020-05-02,Parks,81,45.285714285714285
Sweden,2020-05-03,Parks,94,47
Sweden,2020-05-04,Parks,31,49
Sweden,2020-05-05,Parks,72,56
Sweden,2020-05-06,Parks,85,63.142857142857146
Sweden,2020-05-07,Parks,86,69.14285714285714
Sweden,2020-05-08,Parks,84,76.14285714285714
Sweden,2020-05-09,Parks,146,85.42857142857143
Sweden,2020-05-10,Parks,34,76.85714285714286
Sweden,2020-05-11,Parks,45,78.85714285714286
Sweden,2020-05-12,Parks,33,73.28571428571429
Sweden,2020-05-13,Parks,48,68
Sweden,2020-05-14,Parks,49,62.714285714285715
Sweden,2020-05-15,Parks,47,57.42857142857143
Sweden,2020-05-16,Parks,56,44.57142857142857
Sweden,2020-05-17,Parks,48,46.57142857142857
Sweden,2020-05-18,Parks,61,48.857142857142854
Sweden,2020-05-19,Parks,75,54.857142857142854
Sweden,2020-05-20,Parks,137,67.57142857142857
Sweden,2020-05-21,Parks,268,98.85714285714286
Sweden,2020-05-22,Parks,184,118.42857142857143
Sweden,2020-05-23,Parks,61,119.14285714285714
Sweden,2020-05-24,Parks,63,121.28571428571429
Sweden,2020-05-25,Parks,95,126.14285714285714
Sweden,2020-05-26,Parks,163,138.71428571428572
Sweden,2020-05-27,Parks,86,131.42857142857142
Sweden,2020-05-28,Parks,110,108.85714285714286
Sweden,2020-05-29,Parks,144,103.14285714285714
Sweden,2020-05-30,Parks,186,121
Sweden,2020-05-31,Parks,202,140.85714285714286
Sweden,2020-06-01,Parks,191,154.57142857142858
Sweden,2020-06-02,Parks,182,157.28571428571428
Sweden,2020-06-03,Parks,150,166.42857142857142
Sweden,2020-06-04,Parks,116,167.28571428571428
Sweden,2020-06-05,Parks,75,157.42857142857142
Sweden,2020-06-06,Parks,53,138.42857142857142
Sweden,2020-06-07,Parks,119,126.57142857142857
Sweden,2020-06-08,Parks,125,117.14285714285714
Sweden,2020-06-09,Parks,177,116.42857142857143
Sweden,2020-06-10,Parks,181,120.85714285714286
Sweden,2020-06-11,Parks,166,128
Sweden,2020-06-12,Parks,174,142.14285714285714
Sweden,2020-06-13,Parks,232,167.71428571428572
Sweden,2020-06-14,Parks,246,185.85714285714286
Sweden,2020-06-15,Parks,193,195.57142857142858
Sweden,2020-06-16,Parks,140,190.28571428571428
Sweden,2020-06-17,Parks,154,186.42857142857142
Sweden,2020-06-18,Parks,237,196.57142857142858
Sweden,2020-06-19,Parks,285,212.42857142857142
Sweden,2020-06-20,Parks,227,211.71428571428572
Sweden,2020-06-21,Parks,169,200.71428571428572
Sweden,2020-06-22,Parks,154,195.14285714285714
Sweden,2020-06-23,Parks,271,213.85714285714286
Sweden,2020-06-24,Parks,315,236.85714285714286
Sweden,2020-06-25,Parks,305,246.57142857142858
Sweden,2020-06-26,Parks,302,249
Sweden,2020-06-27,Parks,321,262.42857142857144
Sweden,2020-06-28,Parks,184,264.57142857142856
Sweden,2020-06-29,Parks,180,268.2857142857143
Sweden,2020-06-30,Parks,122,247
Sweden,2020-07-01,Parks,164,225.42857142857142
Sweden,2020-07-02,Parks,175,206.85714285714286
Sweden,2020-07-03,Parks,164,187.14285714285714
Sweden,2020-07-04,Parks,96,155
Sweden,2020-07-05,Parks,78,139.85714285714286
Sweden,2020-07-06,Parks,132,133
Sweden,2020-07-07,Parks,219,146.85714285714286
Sweden,2020-07-08,Parks,209,153.28571428571428
Sweden,2020-07-09,Parks,261,165.57142857142858
Sweden,2020-07-10,Parks,189,169.14285714285714
Sweden,2020-07-11,Parks,200,184
Sweden,2020-07-12,Parks,204,202
Sweden,2020-07-13,Parks,275,222.42857142857142
Sweden,2020-07-14,Parks,263,228.71428571428572
Sweden,2020-07-15,Parks,252,234.85714285714286
Sweden,2020-07-16,Parks,348,247.28571428571428
Sweden,2020-07-17,Parks,369,273
Sweden,2020-07-18,Parks,326,291
Sweden,2020-07-19,Parks,286,302.7142857142857
Sweden,2020-07-20,Parks,257,300.14285714285717
Sweden,2020-07-21,Parks,308,306.57142857142856
Sweden,2020-07-22,Parks,342,319.42857142857144
Sweden,2020-07-23,Parks,302,312.85714285714283
Sweden,2020-07-24,Parks,207,289.7142857142857
Sweden,2020-07-25,Parks,299,285.85714285714283
Sweden,2020-07-26,Parks,192,272.42857142857144
Sweden,2020-07-27,Parks,304,279.14285714285717
Sweden,2020-07-28,Parks,235,268.7142857142857
Sweden,2020-07-29,Parks,216,250.71428571428572
Sweden,2020-07-30,Parks,217,238.57142857142858
Sweden,2020-07-31,Parks,322,255
Sweden,2020-08-01,Parks,374,265.7142857142857
Sweden,2020-08-02,Parks,198,266.57142857142856
Sweden,2020-08-03,Parks,246,258.2857142857143
Sweden,2020-08-04,Parks,301,267.7142857142857
Sweden,2020-08-05,Parks,205,266.14285714285717
Sweden,2020-08-06,Parks,301,278.14285714285717
Sweden,2020-08-07,Parks,360,283.57142857142856
Sweden,2020-08-08,Parks,380,284.42857142857144
Sweden,2020-08-09,Parks,304,299.57142857142856
Sweden,2020-08-10,Parks,242,299
Sweden,2020-08-11,Parks,279,295.85714285714283
Sweden,2020-08-12,Parks,266,304.57142857142856
Sweden,2020-08-13,Parks,249,297.14285714285717
Sweden,2020-08-14,Parks,273,284.7142857142857
Sweden,2020-08-15,Parks,342,279.2857142857143
Sweden,2020-08-16,Parks,292,277.57142857142856
Sweden,2020-08-17,Parks,212,273.2857142857143
Sweden,2020-08-18,Parks,229,266.14285714285717
Sweden,2020-08-19,Parks,174,253
Sweden,2020-08-20,Parks,140,237.42857142857142
Sweden,2020-08-21,Parks,133,217.42857142857142
Sweden,2020-08-22,Parks,152,190.28571428571428
Sweden,2020-08-23,Parks,110,164.28571428571428
Sweden,2020-08-24,Parks,106,149.14285714285714
Sweden,2020-08-25,Parks,139,136.28571428571428
Sweden,2020-08-26,Parks,98,125.42857142857143
Sweden,2020-08-27,Parks,106,120.57142857142857
Sweden,2020-08-28,Parks,107,116.85714285714286
Sweden,2020-08-29,Parks,87,107.57142857142857
Sweden,2020-08-30,Parks,110,107.57142857142857
Sweden,2020-08-31,Parks,92,105.57142857142857
Sweden,2020-09-01,Parks,138,105.42857142857143
Sweden,2020-09-02,Parks,103,106.14285714285714
Sweden,2020-09-03,Parks,85,103.14285714285714
Sweden,2020-09-04,Parks,93,101.14285714285714
Sweden,2020-09-05,Parks,113,104.85714285714286
Sweden,2020-09-06,Parks,99,103.28571428571429
Sweden,2020-09-07,Parks,99,104.28571428571429
Sweden,2020-09-08,Parks,86,96.85714285714286
Sweden,2020-09-09,Parks,59,90.57142857142857
Sweden,2020-09-10,Parks,98,92.42857142857143
Sweden,2020-09-11,Parks,101,93.57142857142857
Sweden,2020-09-12,Parks,75,88.14285714285714
Sweden,2020-09-13,Parks,84,86
Sweden,2020-09-14,Parks,97,85.71428571428571
Sweden,2020-09-15,Parks,133,92.42857142857143
Sweden,2020-09-16,Parks,87,96.42857142857143
Sweden,2020-09-17,Parks,90,95.28571428571429
Sweden,2020-09-18,Parks,110,96.57142857142857
Sweden,2020-09-19,Parks,152,107.57142857142857
Sweden,2020-09-20,Parks,101,110
Sweden,2020-09-21,Parks,72,106.42857142857143
Sweden,2020-09-22,Parks,99,101.57142857142857
Sweden,2020-09-23,Parks,98,103.14285714285714
Sweden,2020-09-24,Parks,64,99.42857142857143
Sweden,2020-09-25,Parks,61,92.42857142857143
Sweden,2020-09-26,Parks,63,79.71428571428571
Sweden,2020-09-27,Parks,93,78.57142857142857
Sweden,2020-09-28,Parks,48,75.14285714285714
Sweden,2020-09-29,Parks,66,70.42857142857143
Sweden,2020-09-30,Parks,73,66.85714285714286
Sweden,2020-10-01,Parks,45,64.14285714285714
Sweden,2020-10-02,Parks,62,64.28571428571429
Sweden,2020-10-03,Parks,70,65.28571428571429
Sweden,2020-10-04,Parks,18,54.57142857142857
Sweden,2020-10-05,Parks,66,57.142857142857146
Sweden,2020-10-06,Parks,25,51.285714285714285
Sweden,2020-10-07,Parks,43,47
Sweden,2020-10-08,Parks,36,45.714285714285715
Sweden,2020-10-09,Parks,49,43.857142857142854
Sweden,2020-10-10,Parks,43,40
Sweden,2020-10-11,Parks,63,46.42857142857143
Sweden,2020-10-12,Parks,50,44.142857142857146
Sweden,2020-10-13,Parks,65,49.857142857142854
Sweden,2020-10-14,Parks,38,49.142857142857146
Sweden,2020-10-15,Parks,41,49.857142857142854
Sweden,2020-10-16,Parks,39,48.42857142857143
Sweden,2020-10-17,Parks,77,53.285714285714285
Sweden,2020-10-18,Parks,51,51.57142857142857
Sweden,2020-10-19,Parks,25,48
Sweden,2020-10-20,Parks,14,40.714285714285715
Sweden,2020-10-21,Parks,17,37.714285714285715
Sweden,2020-10-22,Parks,9,33.142857142857146
Sweden,2020-10-23,Parks,29,31.714285714285715
Sweden,2020-10-24,Parks,36,25.857142857142858
Sweden,2020-10-25,Parks,24,22
Sweden,2020-10-26,Parks,29,22.571428571428573
Sweden,2020-10-27,Parks,44,26.857142857142858
Sweden,2020-10-28,Parks,35,29.428571428571427
Sweden,2020-10-29,Parks,44,34.42857142857143
Sweden,2020-10-30,Parks,39,35.857142857142854
Sweden,2020-10-31,Parks,49,37.714285714285715
Sweden,2020-11-01,Parks,14,36.285714285714285
Sweden,2020-11-02,Parks,-3,31.714285714285715
Sweden,2020-11-03,Parks,30,29.714285714285715
Sweden,2020-11-04,Parks,19,27.428571428571427
Sweden,2020-11-05,Parks,12,22.857142857142858
Sweden,2020-11-06,Parks,35,22.285714285714285
Sweden,2020-11-07,Parks,34,20.142857142857142
Sweden,2020-11-08,Parks,56,26.142857142857142
Sweden,2020-11-09,Parks,14,28.571428571428573
Sweden,2020-11-10,Parks,21,27.285714285714285
Sweden,2020-11-11,Parks,14,26.571428571428573
Sweden,2020-11-12,Parks,7,25.857142857142858
Sweden,2020-11-13,Parks,4,21.428571428571427
Sweden,2020-11-14,Parks,34,21.428571428571427
Sweden,2020-11-15,Parks,29,17.571428571428573
Sweden,2020-11-16,Parks,5,16.285714285714285
Sweden,2020-11-17,Parks,12,15
Sweden,2020-11-18,Parks,12,14.714285714285714
Sweden,2020-11-19,Parks,-11,12.142857142857142
Sweden,2020-11-20,Parks,13,13.428571428571429
Sweden,2020-11-21,Parks,-27,4.714285714285714
Sweden,2020-11-22,Parks,33,5.285714285714286
Sweden,2020-11-23,Parks,10,6
Sweden,2020-11-24,Parks,-1,4.142857142857143
Sweden,2020-11-25,Parks,7,3.4285714285714284
Sweden,2020-11-26,Parks,7,6
Sweden,2020-11-27,Parks,4,4.714285714285714
Sweden,2020-11-28,Parks,8,9.714285714285714
Sweden,2020-11-29,Parks,6,5.857142857142857
Sweden,2020-11-30,Parks,-3,4
Sweden,2020-12-01,Parks,11,5.714285714285714
Sweden,2020-12-02,Parks,8,5.857142857142857
Sweden,2020-12-03,Parks,-6,4
Sweden,2020-12-04,Parks,-13,1.5714285714285714
Slovakia,2020-02-15,Parks,41,6.285714285714286
Slovakia,2020-02-16,Parks,25,9
Slovakia,2020-02-17,Parks,43,15.571428571428571
Slovakia,2020-02-18,Parks,45,20.428571428571427
Slovakia,2020-02-19,Parks,29,23.428571428571427
Slovakia,2020-02-20,Parks,31,28.714285714285715
Slovakia,2020-02-21,Parks,14,32.57142857142857
Slovakia,2020-02-22,Parks,30,31
Slovakia,2020-02-23,Parks,-22,24.285714285714285
Slovakia,2020-02-24,Parks,17,20.571428571428573
Slovakia,2020-02-25,Parks,34,19
Slovakia,2020-02-26,Parks,6,15.714285714285714
Slovakia,2020-02-27,Parks,14,13.285714285714286
Slovakia,2020-02-28,Parks,-3,10.857142857142858
Slovakia,2020-02-29,Parks,5,7.285714285714286
Slovakia,2020-03-01,Parks,-18,7.857142857142857
Slovakia,2020-03-02,Parks,13,7.285714285714286
Slovakia,2020-03-03,Parks,-3,2
Slovakia,2020-03-04,Parks,2,1.4285714285714286
Slovakia,2020-03-05,Parks,23,2.7142857142857144
Slovakia,2020-03-06,Parks,-8,2
Slovakia,2020-03-07,Parks,-2,1
Slovakia,2020-03-08,Parks,18,6.142857142857143
Slovakia,2020-03-09,Parks,15,6.428571428571429
Slovakia,2020-03-10,Parks,26,10.571428571428571
Slovakia,2020-03-11,Parks,-10,8.857142857142858
Slovakia,2020-03-12,Parks,19,8.285714285714286
Slovakia,2020-03-13,Parks,-23,6.142857142857143
Slovakia,2020-03-14,Parks,-29,2.2857142857142856
Slovakia,2020-03-15,Parks,-18,-2.857142857142857
Slovakia,2020-03-16,Parks,-26,-8.714285714285714
Slovakia,2020-03-17,Parks,-12,-14.142857142857142
Slovakia,2020-03-18,Parks,3,-12.285714285714286
Slovakia,2020-03-19,Parks,5,-14.285714285714286
Slovakia,2020-03-20,Parks,-5,-11.714285714285714
Slovakia,2020-03-21,Parks,-71,-17.714285714285715
Slovakia,2020-03-22,Parks,-50,-22.285714285714285
Slovakia,2020-03-23,Parks,-45,-25
Slovakia,2020-03-24,Parks,-24,-26.714285714285715
Slovakia,2020-03-25,Parks,-36,-32.285714285714285
Slovakia,2020-03-26,Parks,-24,-36.42857142857143
Slovakia,2020-03-27,Parks,-1,-35.857142857142854
Slovakia,2020-03-28,Parks,-1,-25.857142857142858
Slovakia,2020-03-29,Parks,-9,-20
Slovakia,2020-03-30,Parks,-38,-19
Slovakia,2020-03-31,Parks,-22,-18.714285714285715
Slovakia,2020-04-01,Parks,-11,-15.142857142857142
Slovakia,2020-04-02,Parks,-10,-13.142857142857142
Slovakia,2020-04-03,Parks,-12,-14.714285714285714
Slovakia,2020-04-04,Parks,-7,-15.571428571428571
Slovakia,2020-04-05,Parks,26,-10.571428571428571
Slovakia,2020-04-06,Parks,6,-4.285714285714286
Slovakia,2020-04-07,Parks,34,3.7142857142857144
Slovakia,2020-04-08,Parks,4,5.857142857142857
Slovakia,2020-04-09,Parks,8,8.428571428571429
Slovakia,2020-04-10,Parks,17,12.571428571428571
Slovakia,2020-04-11,Parks,-4,13
Slovakia,2020-04-12,Parks,32,13.857142857142858
Slovakia,2020-04-13,Parks,17,15.428571428571429
Slovakia,2020-04-14,Parks,-22,7.428571428571429
Slovakia,2020-04-15,Parks,5,7.571428571428571
Slovakia,2020-04-16,Parks,28,10.428571428571429
Slovakia,2020-04-17,Parks,27,11.857142857142858
Slovakia,2020-04-18,Parks,30,16.714285714285715
Slovakia,2020-04-19,Parks,-20,9.285714285714286
Slovakia,2020-04-20,Parks,25,10.428571428571429
Slovakia,2020-04-21,Parks,38,19
Slovakia,2020-04-22,Parks,42,24.285714285714285
Slovakia,2020-04-23,Parks,40,26
Slovakia,2020-04-24,Parks,38,27.571428571428573
Slovakia,2020-04-25,Parks,0,23.285714285714285
Slovakia,2020-04-26,Parks,55,34
Slovakia,2020-04-27,Parks,36,35.57142857142857
Slovakia,2020-04-28,Parks,67,39.714285714285715
Slovakia,2020-04-29,Parks,12,35.42857142857143
Slovakia,2020-04-30,Parks,49,36.714285714285715
Slovakia,2020-05-01,Parks,23,34.57142857142857
Slovakia,2020-05-02,Parks,34,39.42857142857143
Slovakia,2020-05-03,Parks,9,32.857142857142854
Slovakia,2020-05-04,Parks,46,34.285714285714285
Slovakia,2020-05-05,Parks,16,27
Slovakia,2020-05-06,Parks,-3,24.857142857142858
Slovakia,2020-05-07,Parks,41,23.714285714285715
Slovakia,2020-05-08,Parks,137,40
Slovakia,2020-05-09,Parks,90,48
Slovakia,2020-05-10,Parks,81,58.285714285714285
Slovakia,2020-05-11,Parks,31,56.142857142857146
Slovakia,2020-05-12,Parks,14,55.857142857142854
Slovakia,2020-05-13,Parks,-10,54.857142857142854
Slovakia,2020-05-14,Parks,9,50.285714285714285
Slovakia,2020-05-15,Parks,-28,26.714285714285715
Slovakia,2020-05-16,Parks,57,22
Slovakia,2020-05-17,Parks,89,23.142857142857142
Slovakia,2020-05-18,Parks,75,29.428571428571427
Slovakia,2020-05-19,Parks,76,38.285714285714285
Slovakia,2020-05-20,Parks,58,48
Slovakia,2020-05-21,Parks,47,53.42857142857143
Slovakia,2020-05-22,Parks,71,67.57142857142857
Slovakia,2020-05-23,Parks,15,61.57142857142857
Slovakia,2020-05-24,Parks,18,51.42857142857143
Slovakia,2020-05-25,Parks,1,40.857142857142854
Slovakia,2020-05-26,Parks,13,31.857142857142858
Slovakia,2020-05-27,Parks,48,30.428571428571427
Slovakia,2020-05-28,Parks,14,25.714285714285715
Slovakia,2020-05-29,Parks,28,19.571428571428573
Slovakia,2020-05-30,Parks,35,22.428571428571427
Slovakia,2020-05-31,Parks,-42,13.857142857142858
Slovakia,2020-06-01,Parks,67,23.285714285714285
Slovakia,2020-06-02,Parks,49,28.428571428571427
Slovakia,2020-06-03,Parks,62,30.428571428571427
Slovakia,2020-06-04,Parks,39,34
Slovakia,2020-06-05,Parks,2,30.285714285714285
Slovakia,2020-06-06,Parks,100,39.57142857142857
Slovakia,2020-06-07,Parks,63,54.57142857142857
Slovakia,2020-06-08,Parks,24,48.42857142857143
Slovakia,2020-06-09,Parks,37,46.714285714285715
Slovakia,2020-06-10,Parks,12,39.57142857142857
Slovakia,2020-06-11,Parks,52,41.42857142857143
Slovakia,2020-06-12,Parks,71,51.285714285714285
Slovakia,2020-06-13,Parks,85,49.142857142857146
Slovakia,2020-06-14,Parks,61,48.857142857142854
Slovakia,2020-06-15,Parks,56,53.42857142857143
Slovakia,2020-06-16,Parks,48,55
Slovakia,2020-06-17,Parks,53,60.857142857142854
Slovakia,2020-06-18,Parks,25,57
Slovakia,2020-06-19,Parks,32,51.42857142857143
Slovakia,2020-06-20,Parks,-3,38.857142857142854
Slovakia,2020-06-21,Parks,5,30.857142857142858
Slovakia,2020-06-22,Parks,44,29.142857142857142
Slovakia,2020-06-23,Parks,95,35.857142857142854
Slovakia,2020-06-24,Parks,86,40.57142857142857
Slovakia,2020-06-25,Parks,86,49.285714285714285
Slovakia,2020-06-26,Parks,72,55
Slovakia,2020-06-27,Parks,93,68.71428571428571
Slovakia,2020-06-28,Parks,95,81.57142857142857
Slovakia,2020-06-29,Parks,46,81.85714285714286
Slovakia,2020-06-30,Parks,126,86.28571428571429
Slovakia,2020-07-01,Parks,115,90.42857142857143
Slovakia,2020-07-02,Parks,76,89
Slovakia,2020-07-03,Parks,85,90.85714285714286
Slovakia,2020-07-04,Parks,132,96.42857142857143
Slovakia,2020-07-05,Parks,165,106.42857142857143
Slovakia,2020-07-06,Parks,130,118.42857142857143
Slovakia,2020-07-07,Parks,113,116.57142857142857
Slovakia,2020-07-08,Parks,132,119
Slovakia,2020-07-09,Parks,118,125
Slovakia,2020-07-10,Parks,150,134.28571428571428
Slovakia,2020-07-11,Parks,51,122.71428571428571
Slovakia,2020-07-12,Parks,104,114
Slovakia,2020-07-13,Parks,131,114.14285714285714
Slovakia,2020-07-14,Parks,178,123.42857142857143
Slovakia,2020-07-15,Parks,173,129.28571428571428
Slovakia,2020-07-16,Parks,89,125.14285714285714
Slovakia,2020-07-17,Parks,104,118.57142857142857
Slovakia,2020-07-18,Parks,50,118.42857142857143
Slovakia,2020-07-19,Parks,98,117.57142857142857
Slovakia,2020-07-20,Parks,153,120.71428571428571
Slovakia,2020-07-21,Parks,171,119.71428571428571
Slovakia,2020-07-22,Parks,187,121.71428571428571
Slovakia,2020-07-23,Parks,171,133.42857142857142
Slovakia,2020-07-24,Parks,126,136.57142857142858
Slovakia,2020-07-25,Parks,108,144.85714285714286
Slovakia,2020-07-26,Parks,136,150.28571428571428
Slovakia,2020-07-27,Parks,185,154.85714285714286
Slovakia,2020-07-28,Parks,234,163.85714285714286
Slovakia,2020-07-29,Parks,186,163.71428571428572
Slovakia,2020-07-30,Parks,195,167.14285714285714
Slovakia,2020-07-31,Parks,187,175.85714285714286
Slovakia,2020-08-01,Parks,172,185
Slovakia,2020-08-02,Parks,172,190.14285714285714
Slovakia,2020-08-03,Parks,151,185.28571428571428
Slovakia,2020-08-04,Parks,151,173.42857142857142
Slovakia,2020-08-05,Parks,147,167.85714285714286
Slovakia,2020-08-06,Parks,205,169.28571428571428
Slovakia,2020-08-07,Parks,195,170.42857142857142
Slovakia,2020-08-08,Parks,168,169.85714285714286
Slovakia,2020-08-09,Parks,154,167.28571428571428
Slovakia,2020-08-10,Parks,160,168.57142857142858
Slovakia,2020-08-11,Parks,187,173.71428571428572
Slovakia,2020-08-12,Parks,209,182.57142857142858
Slovakia,2020-08-13,Parks,176,178.42857142857142
Slovakia,2020-08-14,Parks,170,174.85714285714286
Slovakia,2020-08-15,Parks,142,171.14285714285714
Slovakia,2020-08-16,Parks,129,167.57142857142858
Slovakia,2020-08-17,Parks,100,159
Slovakia,2020-08-18,Parks,117,149
Slovakia,2020-08-19,Parks,98,133.14285714285714
Slovakia,2020-08-20,Parks,186,134.57142857142858
Slovakia,2020-08-21,Parks,190,137.42857142857142
Slovakia,2020-08-22,Parks,160,140
Slovakia,2020-08-23,Parks,88,134.14285714285714
Slovakia,2020-08-24,Parks,134,139
Slovakia,2020-08-25,Parks,164,145.71428571428572
Slovakia,2020-08-26,Parks,154,153.71428571428572
Slovakia,2020-08-27,Parks,138,146.85714285714286
Slovakia,2020-08-28,Parks,159,142.42857142857142
Slovakia,2020-08-29,Parks,148,140.71428571428572
Slovakia,2020-08-30,Parks,132,147
Slovakia,2020-08-31,Parks,117,144.57142857142858
Slovakia,2020-09-01,Parks,15,123.28571428571429
Slovakia,2020-09-02,Parks,77,112.28571428571429
Slovakia,2020-09-03,Parks,79,103.85714285714286
Slovakia,2020-09-04,Parks,112,97.14285714285714
Slovakia,2020-09-05,Parks,134,95.14285714285714
Slovakia,2020-09-06,Parks,40,82
Slovakia,2020-09-07,Parks,47,72
Slovakia,2020-09-08,Parks,109,85.42857142857143
Slovakia,2020-09-09,Parks,111,90.28571428571429
Slovakia,2020-09-10,Parks,89,91.71428571428571
Slovakia,2020-09-11,Parks,115,92.14285714285714
Slovakia,2020-09-12,Parks,141,93.14285714285714
Slovakia,2020-09-13,Parks,153,109.28571428571429
Slovakia,2020-09-14,Parks,164,126
Slovakia,2020-09-15,Parks,272,149.28571428571428
Slovakia,2020-09-16,Parks,108,148.85714285714286
Slovakia,2020-09-17,Parks,69,146
Slovakia,2020-09-18,Parks,96,143.28571428571428
Slovakia,2020-09-19,Parks,111,139
Slovakia,2020-09-20,Parks,110,132.85714285714286
Slovakia,2020-09-21,Parks,81,121
Slovakia,2020-09-22,Parks,98,96.14285714285714
Slovakia,2020-09-23,Parks,57,88.85714285714286
Slovakia,2020-09-24,Parks,53,86.57142857142857
Slovakia,2020-09-25,Parks,18,75.42857142857143
Slovakia,2020-09-26,Parks,0,59.57142857142857
Slovakia,2020-09-27,Parks,41,49.714285714285715
Slovakia,2020-09-28,Parks,-2,37.857142857142854
Slovakia,2020-09-29,Parks,24,27.285714285714285
Slovakia,2020-09-30,Parks,8,20.285714285714285
Slovakia,2020-10-01,Parks,2,13
Slovakia,2020-10-02,Parks,31,14.857142857142858
Slovakia,2020-10-03,Parks,61,23.571428571428573
Slovakia,2020-10-04,Parks,36,22.857142857142858
Slovakia,2020-10-05,Parks,20,26
Slovakia,2020-10-06,Parks,53,30.142857142857142
Slovakia,2020-10-07,Parks,18,31.571428571428573
Slovakia,2020-10-08,Parks,25,34.857142857142854
Slovakia,2020-10-09,Parks,57,38.57142857142857
Slovakia,2020-10-10,Parks,61,38.57142857142857
