Country,Date,Mobility_Type,Percent_Change,Change
Austria,2020-02-15,Retail & recreation,9,NA
Austria,2020-02-16,Retail & recreation,15,NA
Austria,2020-02-17,Retail & recreation,9,NA
Austria,2020-02-18,Retail & recreation,8,NA
Austria,2020-02-19,Retail & recreation,4,NA
Austria,2020-02-20,Retail & recreation,4,NA
Austria,2020-02-21,Retail & recreation,1,7.142857142857143
Austria,2020-02-22,Retail & recreation,9,7.142857142857143
Austria,2020-02-23,Retail & recreation,4,5.571428571428571
Austria,2020-02-24,Retail & recreation,9,5.571428571428571
Austria,2020-02-25,Retail & recreation,13,6.285714285714286
Austria,2020-02-26,Retail & recreation,-3,5.285714285714286
Austria,2020-02-27,Retail & recreation,1,4.857142857142857
Austria,2020-02-28,Retail & recreation,-1,4.571428571428571
Austria,2020-02-29,Retail & recreation,2,3.5714285714285716
Austria,2020-03-01,Retail & recreation,0,3
Austria,2020-03-02,Retail & recreation,2,2
Austria,2020-03-03,Retail & recreation,-1,0
Austria,2020-03-04,Retail & recreation,2,0.7142857142857143
Austria,2020-03-05,Retail & recreation,1,0.7142857142857143
Austria,2020-03-06,Retail & recreation,-1,0.7142857142857143
Austria,2020-03-07,Retail & recreation,4,1
Austria,2020-03-08,Retail & recreation,14,3
Austria,2020-03-09,Retail & recreation,-1,2.5714285714285716
Austria,2020-03-10,Retail & recreation,-3,2.2857142857142856
Austria,2020-03-11,Retail & recreation,-6,1.1428571428571428
Austria,2020-03-12,Retail & recreation,-10,-0.42857142857142855
Austria,2020-03-13,Retail & recreation,-20,-3.142857142857143
Austria,2020-03-14,Retail & recreation,-35,-8.714285714285714
Austria,2020-03-15,Retail & recreation,-59,-19.142857142857142
Austria,2020-03-16,Retail & recreation,-71,-29.142857142857142
Austria,2020-03-17,Retail & recreation,-79,-40
Austria,2020-03-18,Retail & recreation,-79,-50.42857142857143
Austria,2020-03-19,Retail & recreation,-80,-60.42857142857143
Austria,2020-03-20,Retail & recreation,-81,-69.14285714285714
Austria,2020-03-21,Retail & recreation,-88,-76.71428571428571
Austria,2020-03-22,Retail & recreation,-90,-81.14285714285714
Austria,2020-03-23,Retail & recreation,-79,-82.28571428571429
Austria,2020-03-24,Retail & recreation,-80,-82.42857142857143
Austria,2020-03-25,Retail & recreation,-81,-82.71428571428571
Austria,2020-03-26,Retail & recreation,-81,-82.85714285714286
Austria,2020-03-27,Retail & recreation,-80,-82.71428571428571
Austria,2020-03-28,Retail & recreation,-83,-82
Austria,2020-03-29,Retail & recreation,-87,-81.57142857142857
Austria,2020-03-30,Retail & recreation,-78,-81.42857142857143
Austria,2020-03-31,Retail & recreation,-77,-81
Austria,2020-04-01,Retail & recreation,-77,-80.42857142857143
Austria,2020-04-02,Retail & recreation,-77,-79.85714285714286
Austria,2020-04-03,Retail & recreation,-79,-79.71428571428571
Austria,2020-04-04,Retail & recreation,-82,-79.57142857142857
Austria,2020-04-05,Retail & recreation,-82,-78.85714285714286
Austria,2020-04-06,Retail & recreation,-73,-78.14285714285714
Austria,2020-04-07,Retail & recreation,-74,-77.71428571428571
Austria,2020-04-08,Retail & recreation,-74,-77.28571428571429
Austria,2020-04-09,Retail & recreation,-74,-76.85714285714286
Austria,2020-04-10,Retail & recreation,-76,-76.42857142857143
Austria,2020-04-11,Retail & recreation,-81,-76.28571428571429
Austria,2020-04-12,Retail & recreation,-83,-76.42857142857143
Austria,2020-04-13,Retail & recreation,-90,-78.85714285714286
Austria,2020-04-14,Retail & recreation,-62,-77.14285714285714
Austria,2020-04-15,Retail & recreation,-62,-75.42857142857143
Austria,2020-04-16,Retail & recreation,-63,-73.85714285714286
Austria,2020-04-17,Retail & recreation,-65,-72.28571428571429
Austria,2020-04-18,Retail & recreation,-70,-70.71428571428571
Austria,2020-04-19,Retail & recreation,-84,-70.85714285714286
Austria,2020-04-20,Retail & recreation,-58,-66.28571428571429
Austria,2020-04-21,Retail & recreation,-60,-66
Austria,2020-04-22,Retail & recreation,-61,-65.85714285714286
Austria,2020-04-23,Retail & recreation,-62,-65.71428571428571
Austria,2020-04-24,Retail & recreation,-64,-65.57142857142857
Austria,2020-04-25,Retail & recreation,-68,-65.28571428571429
Austria,2020-04-26,Retail & recreation,-73,-63.714285714285715
Austria,2020-04-27,Retail & recreation,-57,-63.57142857142857
Austria,2020-04-28,Retail & recreation,-58,-63.285714285714285
Austria,2020-04-29,Retail & recreation,-61,-63.285714285714285
Austria,2020-04-30,Retail & recreation,-49,-61.42857142857143
Austria,2020-05-01,Retail & recreation,-83,-64.14285714285714
Austria,2020-05-02,Retail & recreation,-43,-60.57142857142857
Austria,2020-05-03,Retail & recreation,-72,-60.42857142857143
Austria,2020-05-04,Retail & recreation,-32,-56.857142857142854
Austria,2020-05-05,Retail & recreation,-39,-54.142857142857146
Austria,2020-05-06,Retail & recreation,-38,-50.857142857142854
Austria,2020-05-07,Retail & recreation,-39,-49.42857142857143
Austria,2020-05-08,Retail & recreation,-40,-43.285714285714285
Austria,2020-05-09,Retail & recreation,-43,-43.285714285714285
Austria,2020-05-10,Retail & recreation,-64,-42.142857142857146
Austria,2020-05-11,Retail & recreation,-37,-42.857142857142854
Austria,2020-05-12,Retail & recreation,-39,-42.857142857142854
Austria,2020-05-13,Retail & recreation,-41,-43.285714285714285
Austria,2020-05-14,Retail & recreation,-42,-43.714285714285715
Austria,2020-05-15,Retail & recreation,-34,-42.857142857142854
Austria,2020-05-16,Retail & recreation,-32,-41.285714285714285
Austria,2020-05-17,Retail & recreation,-40,-37.857142857142854
Austria,2020-05-18,Retail & recreation,-20,-35.42857142857143
Austria,2020-05-19,Retail & recreation,-22,-33
Austria,2020-05-20,Retail & recreation,-14,-29.142857142857142
Austria,2020-05-21,Retail & recreation,-58,-31.428571428571427
Austria,2020-05-22,Retail & recreation,-20,-29.428571428571427
Austria,2020-05-23,Retail & recreation,-32,-29.428571428571427
Austria,2020-05-24,Retail & recreation,-44,-30
Austria,2020-05-25,Retail & recreation,-22,-30.285714285714285
Austria,2020-05-26,Retail & recreation,-25,-30.714285714285715
Austria,2020-05-27,Retail & recreation,-21,-31.714285714285715
Austria,2020-05-28,Retail & recreation,-26,-27.142857142857142
Austria,2020-05-29,Retail & recreation,-23,-27.571428571428573
Austria,2020-05-30,Retail & recreation,-24,-26.428571428571427
Austria,2020-05-31,Retail & recreation,-44,-26.428571428571427
Austria,2020-06-01,Retail & recreation,-46,-29.857142857142858
Austria,2020-06-02,Retail & recreation,-13,-28.142857142857142
Austria,2020-06-03,Retail & recreation,-18,-27.714285714285715
Austria,2020-06-04,Retail & recreation,-19,-26.714285714285715
Austria,2020-06-05,Retail & recreation,-20,-26.285714285714285
Austria,2020-06-06,Retail & recreation,-20,-25.714285714285715
Austria,2020-06-07,Retail & recreation,-30,-23.714285714285715
Austria,2020-06-08,Retail & recreation,-14,-19.142857142857142
Austria,2020-06-09,Retail & recreation,-14,-19.285714285714285
Austria,2020-06-10,Retail & recreation,-9,-18
Austria,2020-06-11,Retail & recreation,-47,-22
Austria,2020-06-12,Retail & recreation,-11,-20.714285714285715
Austria,2020-06-13,Retail & recreation,-21,-20.857142857142858
Austria,2020-06-14,Retail & recreation,-35,-21.571428571428573
Austria,2020-06-15,Retail & recreation,-12,-21.285714285714285
Austria,2020-06-16,Retail & recreation,-11,-20.857142857142858
Austria,2020-06-17,Retail & recreation,-12,-21.285714285714285
Austria,2020-06-18,Retail & recreation,-14,-16.571428571428573
Austria,2020-06-19,Retail & recreation,-17,-17.428571428571427
Austria,2020-06-20,Retail & recreation,-20,-17.285714285714285
Austria,2020-06-21,Retail & recreation,-35,-17.285714285714285
Austria,2020-06-22,Retail & recreation,-10,-17
Austria,2020-06-23,Retail & recreation,-9,-16.714285714285715
Austria,2020-06-24,Retail & recreation,-11,-16.571428571428573
Austria,2020-06-25,Retail & recreation,-12,-16.285714285714285
Austria,2020-06-26,Retail & recreation,-14,-15.857142857142858
Austria,2020-06-27,Retail & recreation,-18,-15.571428571428571
Austria,2020-06-28,Retail & recreation,-14,-12.571428571428571
Austria,2020-06-29,Retail & recreation,-11,-12.714285714285714
Austria,2020-06-30,Retail & recreation,-2,-11.714285714285714
Austria,2020-07-01,Retail & recreation,-8,-11.285714285714286
Austria,2020-07-02,Retail & recreation,-7,-10.571428571428571
Austria,2020-07-03,Retail & recreation,-5,-9.285714285714286
Austria,2020-07-04,Retail & recreation,-12,-8.428571428571429
Austria,2020-07-05,Retail & recreation,-6,-7.285714285714286
Austria,2020-07-06,Retail & recreation,-5,-6.428571428571429
Austria,2020-07-07,Retail & recreation,2,-5.857142857142857
Austria,2020-07-08,Retail & recreation,-2,-5
Austria,2020-07-09,Retail & recreation,-6,-4.857142857142857
Austria,2020-07-10,Retail & recreation,-14,-6.142857142857143
Austria,2020-07-11,Retail & recreation,-17,-6.857142857142857
Austria,2020-07-12,Retail & recreation,0,-6
Austria,2020-07-13,Retail & recreation,0,-5.285714285714286
Austria,2020-07-14,Retail & recreation,-1,-5.714285714285714
Austria,2020-07-15,Retail & recreation,-3,-5.857142857142857
Austria,2020-07-16,Retail & recreation,-6,-5.857142857142857
Austria,2020-07-17,Retail & recreation,-11,-5.428571428571429
Austria,2020-07-18,Retail & recreation,-15,-5.142857142857143
Austria,2020-07-19,Retail & recreation,-5,-5.857142857142857
Austria,2020-07-20,Retail & recreation,-2,-6.142857142857143
Austria,2020-07-21,Retail & recreation,-4,-6.571428571428571
Austria,2020-07-22,Retail & recreation,-1,-6.285714285714286
Austria,2020-07-23,Retail & recreation,-5,-6.142857142857143
Austria,2020-07-24,Retail & recreation,-13,-6.428571428571429
Austria,2020-07-25,Retail & recreation,-12,-6
Austria,2020-07-26,Retail & recreation,-5,-6
Austria,2020-07-27,Retail & recreation,-1,-5.857142857142857
Austria,2020-07-28,Retail & recreation,-10,-6.714285714285714
Austria,2020-07-29,Retail & recreation,-1,-6.714285714285714
Austria,2020-07-30,Retail & recreation,-5,-6.714285714285714
Austria,2020-07-31,Retail & recreation,-11,-6.428571428571429
Austria,2020-08-01,Retail & recreation,-16,-7
Austria,2020-08-02,Retail & recreation,-8,-7.428571428571429
Austria,2020-08-03,Retail & recreation,3,-6.857142857142857
Austria,2020-08-04,Retail & recreation,1,-5.285714285714286
Austria,2020-08-05,Retail & recreation,3,-4.714285714285714
Austria,2020-08-06,Retail & recreation,0,-4
Austria,2020-08-07,Retail & recreation,-10,-3.857142857142857
Austria,2020-08-08,Retail & recreation,-15,-3.7142857142857144
Austria,2020-08-09,Retail & recreation,-2,-2.857142857142857
Austria,2020-08-10,Retail & recreation,-1,-3.4285714285714284
Austria,2020-08-11,Retail & recreation,1,-3.4285714285714284
Austria,2020-08-12,Retail & recreation,-1,-4
Austria,2020-08-13,Retail & recreation,-7,-5
Austria,2020-08-14,Retail & recreation,-4,-4.142857142857143
Austria,2020-08-15,Retail & recreation,-40,-7.714285714285714
Austria,2020-08-16,Retail & recreation,3,-7
Austria,2020-08-17,Retail & recreation,3,-6.428571428571429
Austria,2020-08-18,Retail & recreation,2,-6.285714285714286
Austria,2020-08-19,Retail & recreation,1,-6
Austria,2020-08-20,Retail & recreation,-5,-5.714285714285714
Austria,2020-08-21,Retail & recreation,-15,-7.285714285714286
Austria,2020-08-22,Retail & recreation,-20,-4.428571428571429
Austria,2020-08-23,Retail & recreation,-3,-5.285714285714286
Austria,2020-08-24,Retail & recreation,-1,-5.857142857142857
Austria,2020-08-25,Retail & recreation,-1,-6.285714285714286
Austria,2020-08-26,Retail & recreation,-5,-7.142857142857143
Austria,2020-08-27,Retail & recreation,-5,-7.142857142857143
Austria,2020-08-28,Retail & recreation,-11,-6.571428571428571
Austria,2020-08-29,Retail & recreation,-14,-5.714285714285714
Austria,2020-08-30,Retail & recreation,-18,-7.857142857142857
Austria,2020-08-31,Retail & recreation,-2,-8
Austria,2020-09-01,Retail & recreation,-4,-8.428571428571429
Austria,2020-09-02,Retail & recreation,-3,-8.142857142857142
Austria,2020-09-03,Retail & recreation,-3,-7.857142857142857
Austria,2020-09-04,Retail & recreation,-6,-7.142857142857143
Austria,2020-09-05,Retail & recreation,-7,-6.142857142857143
Austria,2020-09-06,Retail & recreation,-19,-6.285714285714286
Austria,2020-09-07,Retail & recreation,2,-5.714285714285714
Austria,2020-09-08,Retail & recreation,2,-4.857142857142857
Austria,2020-09-09,Retail & recreation,-1,-4.571428571428571
Austria,2020-09-10,Retail & recreation,-4,-4.714285714285714
Austria,2020-09-11,Retail & recreation,-6,-4.714285714285714
Austria,2020-09-12,Retail & recreation,-6,-4.571428571428571
Austria,2020-09-13,Retail & recreation,3,-1.4285714285714286
Austria,2020-09-14,Retail & recreation,-2,-2
Austria,2020-09-15,Retail & recreation,-4,-2.857142857142857
Austria,2020-09-16,Retail & recreation,-7,-3.7142857142857144
Austria,2020-09-17,Retail & recreation,-11,-4.714285714285714
Austria,2020-09-18,Retail & recreation,-12,-5.571428571428571
Austria,2020-09-19,Retail & recreation,-11,-6.285714285714286
Austria,2020-09-20,Retail & recreation,-3,-7.142857142857143
Austria,2020-09-21,Retail & recreation,-10,-8.285714285714286
Austria,2020-09-22,Retail & recreation,-11,-9.285714285714286
Austria,2020-09-23,Retail & recreation,-17,-10.714285714285714
Austria,2020-09-24,Retail & recreation,-16,-11.428571428571429
Austria,2020-09-25,Retail & recreation,-25,-13.285714285714286
Austria,2020-09-26,Retail & recreation,-22,-14.857142857142858
Austria,2020-09-27,Retail & recreation,-19,-17.142857142857142
Austria,2020-09-28,Retail & recreation,-20,-18.571428571428573
Austria,2020-09-29,Retail & recreation,-18,-19.571428571428573
Austria,2020-09-30,Retail & recreation,-16,-19.428571428571427
Austria,2020-10-01,Retail & recreation,-14,-19.142857142857142
Austria,2020-10-02,Retail & recreation,-20,-18.428571428571427
Austria,2020-10-03,Retail & recreation,-18,-17.857142857142858
Austria,2020-10-04,Retail & recreation,-15,-17.285714285714285
Austria,2020-10-05,Retail & recreation,-18,-17
Austria,2020-10-06,Retail & recreation,-16,-16.714285714285715
Austria,2020-10-07,Retail & recreation,-19,-17.142857142857142
Austria,2020-10-08,Retail & recreation,-19,-17.857142857142858
Austria,2020-10-09,Retail & recreation,-20,-17.857142857142858
Austria,2020-10-10,Retail & recreation,-20,-18.142857142857142
Austria,2020-10-11,Retail & recreation,-41,-21.857142857142858
Austria,2020-10-12,Retail & recreation,-20,-22.142857142857142
Austria,2020-10-13,Retail & recreation,-23,-23.142857142857142
Austria,2020-10-14,Retail & recreation,-21,-23.428571428571427
Austria,2020-10-15,Retail & recreation,-22,-23.857142857142858
Austria,2020-10-16,Retail & recreation,-24,-24.428571428571427
Austria,2020-10-17,Retail & recreation,-22,-24.714285714285715
Austria,2020-10-18,Retail & recreation,-31,-23.285714285714285
Austria,2020-10-19,Retail & recreation,-21,-23.428571428571427
Austria,2020-10-20,Retail & recreation,-21,-23.142857142857142
Austria,2020-10-21,Retail & recreation,-22,-23.285714285714285
Austria,2020-10-22,Retail & recreation,-23,-23.428571428571427
Austria,2020-10-23,Retail & recreation,-24,-23.428571428571427
Austria,2020-10-24,Retail & recreation,-26,-24
Austria,2020-10-25,Retail & recreation,-25,-23.142857142857142
Austria,2020-10-26,Retail & recreation,-56,-28.142857142857142
Austria,2020-10-27,Retail & recreation,-18,-27.714285714285715
Austria,2020-10-28,Retail & recreation,-19,-27.285714285714285
Austria,2020-10-29,Retail & recreation,-24,-27.428571428571427
Austria,2020-10-30,Retail & recreation,-23,-27.285714285714285
Austria,2020-10-31,Retail & recreation,-24,-27
Austria,2020-11-01,Retail & recreation,-39,-29
Austria,2020-11-02,Retail & recreation,-17,-23.428571428571427
Austria,2020-11-03,Retail & recreation,-50,-28
Austria,2020-11-04,Retail & recreation,-47,-32
Austria,2020-11-05,Retail & recreation,-45,-35
Austria,2020-11-06,Retail & recreation,-46,-38.285714285714285
Austria,2020-11-07,Retail & recreation,-46,-41.42857142857143
Austria,2020-11-08,Retail & recreation,-67,-45.42857142857143
Austria,2020-11-09,Retail & recreation,-40,-48.714285714285715
Austria,2020-11-10,Retail & recreation,-41,-47.42857142857143
Austria,2020-11-11,Retail & recreation,-43,-46.857142857142854
Austria,2020-11-12,Retail & recreation,-44,-46.714285714285715
Austria,2020-11-13,Retail & recreation,-42,-46.142857142857146
Austria,2020-11-14,Retail & recreation,-38,-45
Austria,2020-11-15,Retail & recreation,-68,-45.142857142857146
Austria,2020-11-16,Retail & recreation,-19,-42.142857142857146
Austria,2020-11-17,Retail & recreation,-69,-46.142857142857146
Austria,2020-11-18,Retail & recreation,-67,-49.57142857142857
Austria,2020-11-19,Retail & recreation,-69,-53.142857142857146
Austria,2020-11-20,Retail & recreation,-70,-57.142857142857146
Austria,2020-11-21,Retail & recreation,-73,-62.142857142857146
Austria,2020-11-22,Retail & recreation,-73,-62.857142857142854
Austria,2020-11-23,Retail & recreation,-64,-69.28571428571429
Austria,2020-11-24,Retail & recreation,-65,-68.71428571428571
Austria,2020-11-25,Retail & recreation,-66,-68.57142857142857
Austria,2020-11-26,Retail & recreation,-67,-68.28571428571429
Austria,2020-11-27,Retail & recreation,-67,-67.85714285714286
Austria,2020-11-28,Retail & recreation,-71,-67.57142857142857
Austria,2020-11-29,Retail & recreation,-73,-67.57142857142857
Austria,2020-11-30,Retail & recreation,-60,-67
Austria,2020-12-01,Retail & recreation,-62,-66.57142857142857
Austria,2020-12-02,Retail & recreation,-64,-66.28571428571429
Austria,2020-12-03,Retail & recreation,-65,-66
Austria,2020-12-04,Retail & recreation,-64,-65.57142857142857
Belgium,2020-02-15,Retail & recreation,3,-55
Belgium,2020-02-16,Retail & recreation,-7,-45.57142857142857
Belgium,2020-02-17,Retail & recreation,1,-36.857142857142854
Belgium,2020-02-18,Retail & recreation,3,-27.571428571428573
Belgium,2020-02-19,Retail & recreation,3,-18
Belgium,2020-02-20,Retail & recreation,-2,-9
Belgium,2020-02-21,Retail & recreation,0,0.14285714285714285
Belgium,2020-02-22,Retail & recreation,-4,-0.8571428571428571
Belgium,2020-02-23,Retail & recreation,-7,-0.8571428571428571
Belgium,2020-02-24,Retail & recreation,7,0
Belgium,2020-02-25,Retail & recreation,10,1
Belgium,2020-02-26,Retail & recreation,-1,0.42857142857142855
Belgium,2020-02-27,Retail & recreation,-2,0.42857142857142855
Belgium,2020-02-28,Retail & recreation,-1,0.2857142857142857
Belgium,2020-02-29,Retail & recreation,-4,0.2857142857142857
Belgium,2020-03-01,Retail & recreation,0,1.2857142857142858
Belgium,2020-03-02,Retail & recreation,-4,-0.2857142857142857
Belgium,2020-03-03,Retail & recreation,2,-1.4285714285714286
Belgium,2020-03-04,Retail & recreation,1,-1.1428571428571428
Belgium,2020-03-05,Retail & recreation,-4,-1.4285714285714286
Belgium,2020-03-06,Retail & recreation,-1,-1.4285714285714286
Belgium,2020-03-07,Retail & recreation,5,-0.14285714285714285
Belgium,2020-03-08,Retail & recreation,-1,-0.2857142857142857
Belgium,2020-03-09,Retail & recreation,-1,0.14285714285714285
Belgium,2020-03-10,Retail & recreation,-4,-0.7142857142857143
Belgium,2020-03-11,Retail & recreation,-4,-1.4285714285714286
Belgium,2020-03-12,Retail & recreation,-7,-1.8571428571428572
Belgium,2020-03-13,Retail & recreation,-8,-2.857142857142857
Belgium,2020-03-14,Retail & recreation,-70,-13.571428571428571
Belgium,2020-03-15,Retail & recreation,-66,-22.857142857142858
Belgium,2020-03-16,Retail & recreation,-32,-27.285714285714285
Belgium,2020-03-17,Retail & recreation,-36,-31.857142857142858
Belgium,2020-03-18,Retail & recreation,-61,-40
Belgium,2020-03-19,Retail & recreation,-75,-49.714285714285715
Belgium,2020-03-20,Retail & recreation,-79,-59.857142857142854
Belgium,2020-03-21,Retail & recreation,-84,-61.857142857142854
Belgium,2020-03-22,Retail & recreation,-79,-63.714285714285715
Belgium,2020-03-23,Retail & recreation,-74,-69.71428571428571
Belgium,2020-03-24,Retail & recreation,-74,-75.14285714285714
Belgium,2020-03-25,Retail & recreation,-76,-77.28571428571429
Belgium,2020-03-26,Retail & recreation,-77,-77.57142857142857
Belgium,2020-03-27,Retail & recreation,-78,-77.42857142857143
Belgium,2020-03-28,Retail & recreation,-83,-77.28571428571429
Belgium,2020-03-29,Retail & recreation,-84,-78
Belgium,2020-03-30,Retail & recreation,-76,-78.28571428571429
Belgium,2020-03-31,Retail & recreation,-75,-78.42857142857143
Belgium,2020-04-01,Retail & recreation,-76,-78.42857142857143
Belgium,2020-04-02,Retail & recreation,-77,-78.42857142857143
Belgium,2020-04-03,Retail & recreation,-79,-78.57142857142857
Belgium,2020-04-04,Retail & recreation,-82,-78.42857142857143
Belgium,2020-04-05,Retail & recreation,-76,-77.28571428571429
Belgium,2020-04-06,Retail & recreation,-74,-77
Belgium,2020-04-07,Retail & recreation,-72,-76.57142857142857
Belgium,2020-04-08,Retail & recreation,-73,-76.14285714285714
Belgium,2020-04-09,Retail & recreation,-73,-75.57142857142857
Belgium,2020-04-10,Retail & recreation,-75,-75
Belgium,2020-04-11,Retail & recreation,-79,-74.57142857142857
Belgium,2020-04-12,Retail & recreation,-75,-74.42857142857143
Belgium,2020-04-13,Retail & recreation,-86,-76.14285714285714
Belgium,2020-04-14,Retail & recreation,-73,-76.28571428571429
Belgium,2020-04-15,Retail & recreation,-74,-76.42857142857143
Belgium,2020-04-16,Retail & recreation,-73,-76.42857142857143
Belgium,2020-04-17,Retail & recreation,-75,-76.42857142857143
Belgium,2020-04-18,Retail & recreation,-80,-76.57142857142857
Belgium,2020-04-19,Retail & recreation,-76,-76.71428571428571
Belgium,2020-04-20,Retail & recreation,-66,-73.85714285714286
Belgium,2020-04-21,Retail & recreation,-66,-72.85714285714286
Belgium,2020-04-22,Retail & recreation,-68,-72
Belgium,2020-04-23,Retail & recreation,-67,-71.14285714285714
Belgium,2020-04-24,Retail & recreation,-71,-70.57142857142857
Belgium,2020-04-25,Retail & recreation,-75,-69.85714285714286
Belgium,2020-04-26,Retail & recreation,-70,-69
Belgium,2020-04-27,Retail & recreation,-63,-68.57142857142857
Belgium,2020-04-28,Retail & recreation,-68,-68.85714285714286
Belgium,2020-04-29,Retail & recreation,-68,-68.85714285714286
Belgium,2020-04-30,Retail & recreation,-60,-67.85714285714286
Belgium,2020-05-01,Retail & recreation,-83,-69.57142857142857
Belgium,2020-05-02,Retail & recreation,-71,-69
Belgium,2020-05-03,Retail & recreation,-69,-68.85714285714286
Belgium,2020-05-04,Retail & recreation,-57,-68
Belgium,2020-05-05,Retail & recreation,-56,-66.28571428571429
Belgium,2020-05-06,Retail & recreation,-57,-64.71428571428571
Belgium,2020-05-07,Retail & recreation,-57,-64.28571428571429
Belgium,2020-05-08,Retail & recreation,-60,-61
Belgium,2020-05-09,Retail & recreation,-65,-60.142857142857146
Belgium,2020-05-10,Retail & recreation,-62,-59.142857142857146
Belgium,2020-05-11,Retail & recreation,-41,-56.857142857142854
Belgium,2020-05-12,Retail & recreation,-40,-54.57142857142857
Belgium,2020-05-13,Retail & recreation,-44,-52.714285714285715
Belgium,2020-05-14,Retail & recreation,-47,-51.285714285714285
Belgium,2020-05-15,Retail & recreation,-50,-49.857142857142854
Belgium,2020-05-16,Retail & recreation,-54,-48.285714285714285
Belgium,2020-05-17,Retail & recreation,-59,-47.857142857142854
Belgium,2020-05-18,Retail & recreation,-34,-46.857142857142854
Belgium,2020-05-19,Retail & recreation,-33,-45.857142857142854
Belgium,2020-05-20,Retail & recreation,-26,-43.285714285714285
Belgium,2020-05-21,Retail & recreation,-65,-45.857142857142854
Belgium,2020-05-22,Retail & recreation,-38,-44.142857142857146
Belgium,2020-05-23,Retail & recreation,-47,-43.142857142857146
Belgium,2020-05-24,Retail & recreation,-58,-43
Belgium,2020-05-25,Retail & recreation,-29,-42.285714285714285
Belgium,2020-05-26,Retail & recreation,-29,-41.714285714285715
Belgium,2020-05-27,Retail & recreation,-32,-42.57142857142857
Belgium,2020-05-28,Retail & recreation,-32,-37.857142857142854
Belgium,2020-05-29,Retail & recreation,-37,-37.714285714285715
Belgium,2020-05-30,Retail & recreation,-41,-36.857142857142854
Belgium,2020-05-31,Retail & recreation,-48,-35.42857142857143
Belgium,2020-06-01,Retail & recreation,-57,-39.42857142857143
Belgium,2020-06-02,Retail & recreation,-22,-38.42857142857143
Belgium,2020-06-03,Retail & recreation,-29,-38
Belgium,2020-06-04,Retail & recreation,-36,-38.57142857142857
Belgium,2020-06-05,Retail & recreation,-41,-39.142857142857146
Belgium,2020-06-06,Retail & recreation,-39,-38.857142857142854
Belgium,2020-06-07,Retail & recreation,-45,-38.42857142857143
Belgium,2020-06-08,Retail & recreation,-14,-32.285714285714285
Belgium,2020-06-09,Retail & recreation,-14,-31.142857142857142
Belgium,2020-06-10,Retail & recreation,-15,-29.142857142857142
Belgium,2020-06-11,Retail & recreation,-15,-26.142857142857142
Belgium,2020-06-12,Retail & recreation,-18,-22.857142857142858
Belgium,2020-06-13,Retail & recreation,-20,-20.142857142857142
Belgium,2020-06-14,Retail & recreation,-21,-16.714285714285715
Belgium,2020-06-15,Retail & recreation,-7,-15.714285714285714
Belgium,2020-06-16,Retail & recreation,-8,-14.857142857142858
Belgium,2020-06-17,Retail & recreation,-17,-15.142857142857142
Belgium,2020-06-18,Retail & recreation,-12,-14.714285714285714
Belgium,2020-06-19,Retail & recreation,-13,-14
Belgium,2020-06-20,Retail & recreation,-17,-13.571428571428571
Belgium,2020-06-21,Retail & recreation,-18,-13.142857142857142
Belgium,2020-06-22,Retail & recreation,-2,-12.428571428571429
Belgium,2020-06-23,Retail & recreation,2,-11
Belgium,2020-06-24,Retail & recreation,-5,-9.285714285714286
Belgium,2020-06-25,Retail & recreation,-6,-8.428571428571429
Belgium,2020-06-26,Retail & recreation,-15,-8.714285714285714
Belgium,2020-06-27,Retail & recreation,-19,-9
Belgium,2020-06-28,Retail & recreation,-12,-8.142857142857142
Belgium,2020-06-29,Retail & recreation,2,-7.571428571428571
Belgium,2020-06-30,Retail & recreation,2,-7.571428571428571
Belgium,2020-07-01,Retail & recreation,-5,-7.571428571428571
Belgium,2020-07-02,Retail & recreation,-3,-7.142857142857143
Belgium,2020-07-03,Retail & recreation,-8,-6.142857142857143
Belgium,2020-07-04,Retail & recreation,-17,-5.857142857142857
Belgium,2020-07-05,Retail & recreation,-13,-6
Belgium,2020-07-06,Retail & recreation,2,-6
Belgium,2020-07-07,Retail & recreation,5,-5.571428571428571
Belgium,2020-07-08,Retail & recreation,-10,-6.285714285714286
Belgium,2020-07-09,Retail & recreation,-4,-6.428571428571429
Belgium,2020-07-10,Retail & recreation,-12,-7
Belgium,2020-07-11,Retail & recreation,-18,-7.142857142857143
Belgium,2020-07-12,Retail & recreation,-4,-5.857142857142857
Belgium,2020-07-13,Retail & recreation,5,-5.428571428571429
Belgium,2020-07-14,Retail & recreation,-3,-6.571428571428571
Belgium,2020-07-15,Retail & recreation,-5,-5.857142857142857
Belgium,2020-07-16,Retail & recreation,-8,-6.428571428571429
Belgium,2020-07-17,Retail & recreation,-14,-6.714285714285714
Belgium,2020-07-18,Retail & recreation,-23,-7.428571428571429
Belgium,2020-07-19,Retail & recreation,-11,-8.428571428571429
Belgium,2020-07-20,Retail & recreation,13,-7.285714285714286
Belgium,2020-07-21,Retail & recreation,-27,-10.714285714285714
Belgium,2020-07-22,Retail & recreation,-3,-10.428571428571429
Belgium,2020-07-23,Retail & recreation,-6,-10.142857142857142
Belgium,2020-07-24,Retail & recreation,-21,-11.142857142857142
Belgium,2020-07-25,Retail & recreation,-30,-12.142857142857142
Belgium,2020-07-26,Retail & recreation,-21,-13.571428571428571
Belgium,2020-07-27,Retail & recreation,-6,-16.285714285714285
Belgium,2020-07-28,Retail & recreation,-7,-13.428571428571429
